trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled
901,12:48:00,12:48:00,9878,3,0,0,1.2928
901,12:51:00,12:51:00,17699,4,0,0,2.4532
901,12:54:00,12:54:00,38442,5,0,0,3.7354
901,12:55:00,12:55:00,38441,6,0,0,4.2866
901,13:00:00,13:00:00,39348,7,0,0,5.6227
902,13:04:00,13:04:00,38579,1,0,0,0.0000
902,13:06:00,13:06:00,38578,2,0,0,0.5945
902,13:08:00,13:08:00,9878,3,0,0,1.2928
902,13:11:00,13:11:00,17699,4,0,0,2.4532
902,13:14:00,13:14:00,38442,5,0,0,3.7354
902,13:15:00,13:15:00,38441,6,0,0,4.2866
902,13:20:00,13:20:00,39348,7,0,0,5.6227
903,13:24:00,13:24:00,38579,1,0,0,0.0000
903,13:26:00,13:26:00,38578,2,0,0,0.5945
903,13:28:00,13:28:00,9878,3,0,0,1.2928
903,13:31:00,13:31:00,17699,4,0,0,2.4532
903,13:34:00,13:34:00,38442,5,0,0,3.7354
903,13:35:00,13:35:00,38441,6,0,0,4.2866
903,13:40:00,13:40:00,39348,7,0,0,5.6227
904,13:44:00,13:44:00,38579,1,0,0,0.0000
904,13:46:00,13:46:00,38578,2,0,0,0.5945
904,13:48:00,13:48:00,9878,3,0,0,1.2928
904,13:51:00,13:51:00,17699,4,0,0,2.4532
904,13:54:00,13:54:00,38442,5,0,0,3.7354
904,13:55:00,13:55:00,38441,6,0,0,4.2866
904,14:00:00,14:00:00,39348,7,0,0,5.6227
905,14:04:00,14:04:00,38579,1,0,0,0.0000
905,14:06:00,14:06:00,38578,2,0,0,0.5945
905,14:08:00,14:08:00,9878,3,0,0,1.2928
905,14:11:00,14:11:00,17699,4,0,0,2.4532
905,14:14:00,14:14:00,38442,5,0,0,3.7354
905,14:15:00,14:15:00,38441,6,0,0,4.2866
905,14:20:00,14:20:00,39348,7,0,0,5.6227
906,14:24:00,14:24:00,38579,1,0,0,0.0000
906,14:26:00,14:26:00,38578,2,0,0,0.5945
906,14:28:00,14:28:00,9878,3,0,0,1.2928
906,14:31:00,14:31:00,17699,4,0,0,2.4532
906,14:34:00,14:34:00,38442,5,0,0,3.7354
906,14:35:00,14:35:00,38441,6,0,0,4.2866
906,14:40:00,14:40:00,39348,7,0,0,5.6227
907,14:44:00,14:44:00,38579,1,0,0,0.0000
907,14:46:00,14:46:00,38578,2,0,0,0.5945
907,14:48:00,14:48:00,9878,3,0,0,1.2928
907,14:51:00,14:51:00,17699,4,0,0,2.4532
907,14:54:00,14:54:00,38442,5,0,0,3.7354
907,14:55:00,14:55:00,38441,6,0,0,4.2866
907,15:00:00,15:00:00,39348,7,0,0,5.6227
908,14:58:00,14:58:00,38579,1,0,0,0.0000
908,15:00:00,15:00:00,38578,2,0,0,0.5945
908,15:02:00,15:02:00,9878,3,0,0,1.2928
908,15:05:00,15:05:00,17699,4,0,0,2.4532
908,15:08:00,15:08:00,38442,5,0,0,3.7354
908,15:09:00,15:09:00,38441,6,0,0,4.2866
908,15:14:00,15:14:00,39348,7,0,0,5.6227
909,15:12:00,15:12:00,38579,1,0,0,0.0000
909,15:14:00,15:14:00,38578,2,0,0,0.5945
909,15:16:00,15:16:00,9878,3,0,0,1.2928
909,15:19:00,15:19:00,17699,4,0,0,2.4532
909,15:22:00,15:22:00,38442,5,0,0,3.7354
909,15:23:00,15:23:00,38441,6,0,0,4.2866
909,15:28:00,15:28:00,39348,7,0,0,5.6227
910,15:26:00,15:26:00,38579,1,0,0,0.0000
910,15:28:00,15:28:00,38578,2,0,0,0.5945
910,15:30:00,15:30:00,9878,3,0,0,1.2928
910,15:33:00,15:33:00,17699,4,0,0,2.4532
910,15:36:00,15:36:00,38442,5,0,0,3.7354
910,15:37:00,15:37:00,38441,6,0,0,4.2866
910,15:42:00,15:42:00,39348,7,0,0,5.6227
911,15:41:00,15:41:00,38579,1,0,0,0.0000
911,15:43:00,15:43:00,38578,2,0,0,0.5945
911,15:45:00,15:45:00,9878,3,0,0,1.2928
911,15:48:00,15:48:00,17699,4,0,0,2.4532
911,15:51:00,15:51:00,38442,5,0,0,3.7354
911,15:52:00,15:52:00,38441,6,0,0,4.2866
911,15:57:00,15:57:00,39348,7,0,0,5.6227
912,15:52:00,15:52:00,38579,1,0,0,0.0000
912,15:54:00,15:54:00,38578,2,0,0,0.5945
912,15:56:00,15:56:00,9878,3,0,0,1.2928
912,15:59:00,15:59:00,17699,4,0,0,2.4532
912,16:02:00,16:02:00,38442,5,0,0,3.7354
912,16:03:00,16:03:00,38441,6,0,0,4.2866
912,16:08:00,16:08:00,39348,7,0,0,5.6227
913,16:07:00,16:07:00,38579,1,0,0,0.0000
913,16:09:00,16:09:00,38578,2,0,0,0.5945
913,16:11:00,16:11:00,9878,3,0,0,1.2928
913,16:14:00,16:14:00,17699,4,0,0,2.4532
913,16:17:00,16:17:00,38442,5,0,0,3.7354
913,16:18:00,16:18:00,38441,6,0,0,4.2866
913,16:23:00,16:23:00,39348,7,0,0,5.6227
914,16:25:00,16:25:00,38579,1,0,0,0.0000
914,16:27:00,16:27:00,38578,2,0,0,0.5945
914,16:29:00,16:29:00,9878,3,0,0,1.2928
914,16:32:00,16:32:00,17699,4,0,0,2.4532
914,16:35:00,16:35:00,38442,5,0,0,3.7354
914,16:36:00,16:36:00,38441,6,0,0,4.2866
914,16:41:00,16:41:00,39348,7,0,0,5.6227
915,16:36:00,16:36:00,38579,1,0,0,0.0000
915,16:38:00,16:38:00,38578,2,0,0,0.5945
915,16:40:00,16:40:00,9878,3,0,0,1.2928
915,16:43:00,16:43:00,17699,4,0,0,2.4532
915,16:46:00,16:46:00,38442,5,0,0,3.7354
915,16:47:00,16:47:00,38441,6,0,0,4.2866
915,16:52:00,16:52:00,39348,7,0,0,5.6227
916,16:49:00,16:49:00,38579,1,0,0,0.0000
916,16:51:00,16:51:00,38578,2,0,0,0.5945
916,16:53:00,16:53:00,9878,3,0,0,1.2928
916,16:56:00,16:56:00,17699,4,0,0,2.4532
916,16:59:00,16:59:00,38442,5,0,0,3.7354
916,17:00:00,17:00:00,38441,6,0,0,4.2866
916,17:05:00,17:05:00,39348,7,0,0,5.6227
917,17:07:00,17:07:00,38579,1,0,0,0.0000
917,17:09:00,17:09:00,38578,2,0,0,0.5945
917,17:11:00,17:11:00,9878,3,0,0,1.2928
917,17:14:00,17:14:00,17699,4,0,0,2.4532
917,17:17:00,17:17:00,38442,5,0,0,3.7354
917,17:18:00,17:18:00,38441,6,0,0,4.2866
917,17:23:00,17:23:00,39348,7,0,0,5.6227
918,17:21:00,17:21:00,38579,1,0,0,0.0000
918,17:23:00,17:23:00,38578,2,0,0,0.5945
918,17:25:00,17:25:00,9878,3,0,0,1.2928
918,17:28:00,17:28:00,17699,4,0,0,2.4532
918,17:31:00,17:31:00,38442,5,0,0,3.7354
918,17:32:00,17:32:00,38441,6,0,0,4.2866
918,17:37:00,17:37:00,39348,7,0,0,5.6227
919,17:39:00,17:39:00,38579,1,0,0,0.0000
919,17:41:00,17:41:00,38578,2,0,0,0.5945
919,17:43:00,17:43:00,9878,3,0,0,1.2928
919,17:46:00,17:46:00,17699,4,0,0,2.4532
919,17:49:00,17:49:00,38442,5,0,0,3.7354
919,17:50:00,17:50:00,38441,6,0,0,4.2866
919,17:55:00,17:55:00,39348,7,0,0,5.6227
920,17:52:00,17:52:00,38579,1,0,0,0.0000
920,17:54:00,17:54:00,38578,2,0,0,0.5945
920,17:56:00,17:56:00,9878,3,0,0,1.2928
920,17:59:00,17:59:00,17699,4,0,0,2.4532
920,18:02:00,18:02:00,38442,5,0,0,3.7354
920,18:03:00,18:03:00,38441,6,0,0,4.2866
920,18:08:00,18:08:00,39348,7,0,0,5.6227
921,18:08:00,18:08:00,38579,1,0,0,0.0000
921,18:10:00,18:10:00,38578,2,0,0,0.5945
921,18:12:00,18:12:00,9878,3,0,0,1.2928
921,18:15:00,18:15:00,17699,4,0,0,2.4532
921,18:18:00,18:18:00,38442,5,0,0,3.7354
921,18:19:00,18:19:00,38441,6,0,0,4.2866
921,18:24:00,18:24:00,39348,7,0,0,5.6227
922,18:25:00,18:25:00,38579,1,0,0,0.0000
922,18:27:00,18:27:00,38578,2,0,0,0.5945
922,18:29:00,18:29:00,9878,3,0,0,1.2928
922,18:32:00,18:32:00,17699,4,0,0,2.4532
922,18:35:00,18:35:00,38442,5,0,0,3.7354
922,18:36:00,18:36:00,38441,6,0,0,4.2866
922,18:41:00,18:41:00,39348,7,0,0,5.6227
923,18:36:00,18:36:00,38579,1,0,0,0.0000
923,18:38:00,18:38:00,38578,2,0,0,0.5945
923,18:40:00,18:40:00,9878,3,0,0,1.2928
923,18:43:00,18:43:00,17699,4,0,0,2.4532
923,18:46:00,18:46:00,38442,5,0,0,3.7354
923,18:47:00,18:47:00,38441,6,0,0,4.2866
923,18:52:00,18:52:00,39348,7,0,0,5.6227
924,18:52:00,18:52:00,38579,1,0,0,0.0000
924,18:54:00,18:54:00,38578,2,0,0,0.5945
924,18:56:00,18:56:00,9878,3,0,0,1.2928
924,18:59:00,18:59:00,17699,4,0,0,2.4532
924,19:02:00,19:02:00,38442,5,0,0,3.7354
924,19:03:00,19:03:00,38441,6,0,0,4.2866
924,19:08:00,19:08:00,39348,7,0,0,5.6227
925,19:08:00,19:08:00,38579,1,0,0,0.0000
925,19:10:00,19:10:00,38578,2,0,0,0.5945
925,19:12:00,19:12:00,9878,3,0,0,1.2928
925,19:15:00,19:15:00,17699,4,0,0,2.4532
925,19:18:00,19:18:00,38442,5,0,0,3.7354
925,19:19:00,19:19:00,38441,6,0,0,4.2866
925,19:24:00,19:24:00,39348,7,0,0,5.6227
926,19:34:00,19:34:00,38579,1,0,0,0.0000
926,19:36:00,19:36:00,38578,2,0,0,0.5945
926,19:38:00,19:38:00,9878,3,0,0,1.2928
926,19:41:00,19:41:00,17699,4,0,0,2.4532
926,19:44:00,19:44:00,38442,5,0,0,3.7354
926,19:45:00,19:45:00,38441,6,0,0,4.2866
926,19:50:00,19:50:00,39348,7,0,0,5.6227
927,19:58:00,19:58:00,38579,1,0,0,0.0000
927,20:00:00,20:00:00,38578,2,0,0,0.5945
927,20:02:00,20:02:00,9878,3,0,0,1.2928
927,20:05:00,20:05:00,17699,4,0,0,2.4532
927,20:08:00,20:08:00,38442,5,0,0,3.7354
927,20:09:00,20:09:00,38441,6,0,0,4.2866
927,20:14:00,20:14:00,39348,7,0,0,5.6227
928,20:28:00,20:28:00,38579,1,0,0,0.0000
928,20:30:00,20:30:00,38578,2,0,0,0.5945
928,20:32:00,20:32:00,9878,3,0,0,1.2928
928,20:35:00,20:35:00,17699,4,0,0,2.4532
928,20:38:00,20:38:00,38442,5,0,0,3.7354
928,20:39:00,20:39:00,38441,6,0,0,4.2866
928,20:44:00,20:44:00,39348,7,0,0,5.6227
929,20:58:00,20:58:00,38579,1,0,0,0.0000
929,21:00:00,21:00:00,38578,2,0,0,0.5945
929,21:02:00,21:02:00,9878,3,0,0,1.2928
929,21:05:00,21:05:00,17699,4,0,0,2.4532
929,21:08:00,21:08:00,38442,5,0,0,3.7354
929,21:09:00,21:09:00,38441,6,0,0,4.2866
929,21:14:00,21:14:00,39348,7,0,0,5.6227
930,21:28:00,21:28:00,38579,1,0,0,0.0000
930,21:30:00,21:30:00,38578,2,0,0,0.5945
930,21:32:00,21:32:00,9878,3,0,0,1.2928
930,21:35:00,21:35:00,17699,4,0,0,2.4532
930,21:38:00,21:38:00,38442,5,0,0,3.7354
930,21:39:00,21:39:00,38441,6,0,0,4.2866
930,21:44:00,21:44:00,39348,7,0,0,5.6227
931,21:58:00,21:58:00,38579,1,0,0,0.0000
931,22:00:00,22:00:00,38578,2,0,0,0.5945
931,22:02:00,22:02:00,9878,3,0,0,1.2928
931,22:05:00,22:05:00,17699,4,0,0,2.4532
931,22:08:00,22:08:00,38442,5,0,0,3.7354
931,22:09:00,22:09:00,38441,6,0,0,4.2866
931,22:14:00,22:14:00,39348,7,0,0,5.6227
932,22:28:00,22:28:00,38579,1,0,0,0.0000
932,22:30:00,22:30:00,38578,2,0,0,0.5945
932,22:32:00,22:32:00,9878,3,0,0,1.2928
932,22:35:00,22:35:00,17699,4,0,0,2.4532
932,22:38:00,22:38:00,38442,5,0,0,3.7354
932,22:39:00,22:39:00,38441,6,0,0,4.2866
932,22:44:00,22:44:00,39348,7,0,0,5.6227
933,22:58:00,22:58:00,38579,1,0,0,0.0000
933,23:00:00,23:00:00,38578,2,0,0,0.5945
933,23:02:00,23:02:00,9878,3,0,0,1.2928
933,23:05:00,23:05:00,17699,4,0,0,2.4532
933,23:08:00,23:08:00,38442,5,0,0,3.7354
933,23:09:00,23:09:00,38441,6,0,0,4.2866
933,23:14:00,23:14:00,39348,7,0,0,5.6227
934,23:28:00,23:28:00,38579,1,0,0,0.0000
934,23:30:00,23:30:00,38578,2,0,0,0.5945
934,23:32:00,23:32:00,9878,3,0,0,1.2928
934,23:35:00,23:35:00,17699,4,0,0,2.4532
934,23:38:00,23:38:00,38442,5,0,0,3.7354
934,23:39:00,23:39:00,38441,6,0,0,4.2866
934,23:44:00,23:44:00,39348,7,0,0,5.6227
935,23:59:00,23:59:00,38579,1,0,0,0.0000
935,24:01:00,24:01:00,38578,2,0,0,0.5945
935,24:03:00,24:03:00,9878,3,0,0,1.2928
935,24:06:00,24:06:00,17699,4,0,0,2.4532
935,24:09:00,24:09:00,38442,5,0,0,3.7354
935,24:10:00,24:10:00,38441,6,0,0,4.2866
935,24:15:00,24:15:00,39348,7,0,0,5.6227
936,24:28:00,24:28:00,38579,1,0,0,0.0000
936,24:30:00,24:30:00,38578,2,0,0,0.5945
936,24:32:00,24:32:00,9878,3,0,0,1.2928
936,24:35:00,24:35:00,17699,4,0,0,2.4532
936,24:38:00,24:38:00,38442,5,0,0,3.7354
936,24:39:00,24:39:00,38441,6,0,0,4.2866
936,24:44:00,24:44:00,39348,7,0,0,5.6227
937,24:58:00,24:58:00,38579,1,0,0,0.0000
937,25:00:00,25:00:00,38578,2,0,0,0.5945
937,25:02:00,25:02:00,9878,3,0,0,1.2928
937,25:05:00,25:05:00,17699,4,0,0,2.4532
937,25:08:00,25:08:00,38442,5,0,0,3.7354
937,25:09:00,25:09:00,38441,6,0,0,4.2866
937,25:14:00,25:14:00,39348,7,0,0,5.6227
938,05:06:00,05:06:00,39348,1,0,0,0.0000
938,05:09:00,05:09:00,37378,2,0,0,0.8826
938,05:11:00,05:11:00,37377,3,0,0,1.1756
938,05:13:00,05:13:00,37376,4,0,0,1.5225
938,05:15:00,05:15:00,36994,5,0,0,1.7716
938,05:17:00,05:17:00,36995,6,0,0,2.0661
938,05:19:00,05:19:00,36996,7,0,0,2.4739
938,05:20:00,05:20:00,36997,8,0,0,2.7513
938,05:23:00,05:23:00,36998,9,0,0,3.4326
938,05:26:00,05:26:00,37002,10,0,0,4.8544
938,05:27:00,05:27:00,37003,11,0,0,5.5023
938,05:29:00,05:29:00,37004,12,0,0,6.7125
938,05:31:00,05:31:00,37005,13,0,0,7.2748
938,05:33:00,05:33:00,38229,14,0,0,8.1350
938,05:36:00,05:36:00,42673,15,0,0,9.0369
939,05:21:00,05:21:00,39348,1,0,0,0.0000
939,05:24:00,05:24:00,37378,2,0,0,0.8826
939,05:26:00,05:26:00,37377,3,0,0,1.1756
939,05:28:00,05:28:00,37376,4,0,0,1.5225
939,05:30:00,05:30:00,36994,5,0,0,1.7716
939,05:32:00,05:32:00,36995,6,0,0,2.0661
939,05:34:00,05:34:00,36996,7,0,0,2.4739
939,05:35:00,05:35:00,36997,8,0,0,2.7513
939,05:38:00,05:38:00,36998,9,0,0,3.4326
939,05:41:00,05:41:00,37002,10,0,0,4.8544
939,05:42:00,05:42:00,37003,11,0,0,5.5023
939,05:44:00,05:44:00,37004,12,0,0,6.7125
939,05:46:00,05:46:00,37005,13,0,0,7.2748
939,05:48:00,05:48:00,38229,14,0,0,8.1350
939,05:51:00,05:51:00,42673,15,0,0,9.0369
940,05:34:00,05:34:00,39348,1,0,0,0.0000
940,05:37:00,05:37:00,37378,2,0,0,0.8826
940,05:39:00,05:39:00,37377,3,0,0,1.1756
940,05:41:00,05:41:00,37376,4,0,0,1.5225
940,05:43:00,05:43:00,36994,5,0,0,1.7716
940,05:45:00,05:45:00,36995,6,0,0,2.0661
940,05:47:00,05:47:00,36996,7,0,0,2.4739
940,05:48:00,05:48:00,36997,8,0,0,2.7513
940,05:51:00,05:51:00,36998,9,0,0,3.4326
940,05:54:00,05:54:00,37002,10,0,0,4.8544
940,05:55:00,05:55:00,37003,11,0,0,5.5023
940,05:57:00,05:57:00,37004,12,0,0,6.7125
940,05:59:00,05:59:00,37005,13,0,0,7.2748
940,06:01:00,06:01:00,38229,14,0,0,8.1350
940,06:04:00,06:04:00,42673,15,0,0,9.0369
941,05:46:00,05:46:00,39348,1,0,0,0.0000
941,05:49:00,05:49:00,37378,2,0,0,0.8826
941,05:51:00,05:51:00,37377,3,0,0,1.1756
941,05:53:00,05:53:00,37376,4,0,0,1.5225
941,05:55:00,05:55:00,36994,5,0,0,1.7716
941,05:57:00,05:57:00,36995,6,0,0,2.0661
941,05:59:00,05:59:00,36996,7,0,0,2.4739
941,06:00:00,06:00:00,36997,8,0,0,2.7513
941,06:03:00,06:03:00,36998,9,0,0,3.4326
941,06:06:00,06:06:00,37002,10,0,0,4.8544
941,06:07:00,06:07:00,37003,11,0,0,5.5023
941,06:09:00,06:09:00,37004,12,0,0,6.7125
941,06:11:00,06:11:00,37005,13,0,0,7.2748
941,06:13:00,06:13:00,38229,14,0,0,8.1350
941,06:16:00,06:16:00,42673,15,0,0,9.0369
942,06:01:00,06:01:00,39348,1,0,0,0.0000
942,06:04:00,06:04:00,37378,2,0,0,0.8826
942,06:06:00,06:06:00,37377,3,0,0,1.1756
942,06:08:00,06:08:00,37376,4,0,0,1.5225
942,06:10:00,06:10:00,36994,5,0,0,1.7716
942,06:12:00,06:12:00,36995,6,0,0,2.0661
942,06:14:00,06:14:00,36996,7,0,0,2.4739
942,06:15:00,06:15:00,36997,8,0,0,2.7513
942,06:18:00,06:18:00,36998,9,0,0,3.4326
942,06:21:00,06:21:00,37002,10,0,0,4.8544
942,06:22:00,06:22:00,37003,11,0,0,5.5023
942,06:24:00,06:24:00,37004,12,0,0,6.7125
942,06:26:00,06:26:00,37005,13,0,0,7.2748
942,06:28:00,06:28:00,38229,14,0,0,8.1350
942,06:31:00,06:31:00,42673,15,0,0,9.0369
943,06:15:00,06:15:00,39348,1,0,0,0.0000
943,06:18:00,06:18:00,37378,2,0,0,0.8826
943,06:20:00,06:20:00,37377,3,0,0,1.1756
943,06:22:00,06:22:00,37376,4,0,0,1.5225
943,06:24:00,06:24:00,36994,5,0,0,1.7716
943,06:26:00,06:26:00,36995,6,0,0,2.0661
943,06:28:00,06:28:00,36996,7,0,0,2.4739
943,06:29:00,06:29:00,36997,8,0,0,2.7513
943,06:32:00,06:32:00,36998,9,0,0,3.4326
943,06:35:00,06:35:00,37002,10,0,0,4.8544
943,06:36:00,06:36:00,37003,11,0,0,5.5023
943,06:38:00,06:38:00,37004,12,0,0,6.7125
943,06:40:00,06:40:00,37005,13,0,0,7.2748
943,06:42:00,06:42:00,38229,14,0,0,8.1350
943,06:45:00,06:45:00,42673,15,0,0,9.0369
944,06:41:00,06:41:00,39348,1,0,0,0.0000
944,06:44:00,06:44:00,37378,2,0,0,0.8826
944,06:46:00,06:46:00,37377,3,0,0,1.1756
944,06:48:00,06:48:00,37376,4,0,0,1.5225
944,06:50:00,06:50:00,36994,5,0,0,1.7716
944,06:52:00,06:52:00,36995,6,0,0,2.0661
944,06:54:00,06:54:00,36996,7,0,0,2.4739
944,06:55:00,06:55:00,36997,8,0,0,2.7513
944,06:58:00,06:58:00,36998,9,0,0,3.4326
944,07:01:00,07:01:00,37002,10,0,0,4.8544
944,07:02:00,07:02:00,37003,11,0,0,5.5023
944,07:04:00,07:04:00,37004,12,0,0,6.7125
944,07:06:00,07:06:00,37005,13,0,0,7.2748
944,07:08:00,07:08:00,38229,14,0,0,8.1350
944,07:11:00,07:11:00,42673,15,0,0,9.0369
945,06:53:00,06:53:00,39348,1,0,0,0.0000
945,06:56:00,06:56:00,37378,2,0,0,0.8826
945,06:58:00,06:58:00,37377,3,0,0,1.1756
945,07:00:00,07:00:00,37376,4,0,0,1.5225
945,07:02:00,07:02:00,36994,5,0,0,1.7716
945,07:04:00,07:04:00,36995,6,0,0,2.0661
945,07:06:00,07:06:00,36996,7,0,0,2.4739
945,07:07:00,07:07:00,36997,8,0,0,2.7513
945,07:10:00,07:10:00,36998,9,0,0,3.4326
945,07:13:00,07:13:00,37002,10,0,0,4.8544
945,07:14:00,07:14:00,37003,11,0,0,5.5023
945,07:16:00,07:16:00,37004,12,0,0,6.7125
945,07:18:00,07:18:00,37005,13,0,0,7.2748
945,07:20:00,07:20:00,38229,14,0,0,8.1350
945,07:23:00,07:23:00,42673,15,0,0,9.0369
946,07:03:00,07:03:00,39348,1,0,0,0.0000
946,07:06:00,07:06:00,37378,2,0,0,0.8826
946,07:08:00,07:08:00,37377,3,0,0,1.1756
946,07:10:00,07:10:00,37376,4,0,0,1.5225
946,07:12:00,07:12:00,36994,5,0,0,1.7716
946,07:14:00,07:14:00,36995,6,0,0,2.0661
946,07:16:00,07:16:00,36996,7,0,0,2.4739
946,07:17:00,07:17:00,36997,8,0,0,2.7513
946,07:20:00,07:20:00,36998,9,0,0,3.4326
946,07:23:00,07:23:00,37002,10,0,0,4.8544
946,07:24:00,07:24:00,37003,11,0,0,5.5023
946,07:26:00,07:26:00,37004,12,0,0,6.7125
946,07:28:00,07:28:00,37005,13,0,0,7.2748
946,07:30:00,07:30:00,38229,14,0,0,8.1350
946,07:33:00,07:33:00,42673,15,0,0,9.0369
947,07:36:00,07:36:00,39348,1,0,0,0.0000
947,07:39:00,07:39:00,37378,2,0,0,0.8826
947,07:41:00,07:41:00,37377,3,0,0,1.1756
947,07:43:00,07:43:00,37376,4,0,0,1.5225
947,07:45:00,07:45:00,36994,5,0,0,1.7716
947,07:47:00,07:47:00,36995,6,0,0,2.0661
947,07:49:00,07:49:00,36996,7,0,0,2.4739
947,07:50:00,07:50:00,36997,8,0,0,2.7513
947,07:53:00,07:53:00,36998,9,0,0,3.4326
947,07:56:00,07:56:00,37002,10,0,0,4.8544
947,07:57:00,07:57:00,37003,11,0,0,5.5023
947,07:59:00,07:59:00,37004,12,0,0,6.7125
947,08:01:00,08:01:00,37005,13,0,0,7.2748
947,08:03:00,08:03:00,38229,14,0,0,8.1350
947,08:06:00,08:06:00,42673,15,0,0,9.0369
948,07:45:00,07:45:00,39348,1,0,0,0.0000
948,07:48:00,07:48:00,37378,2,0,0,0.8826
948,07:50:00,07:50:00,37377,3,0,0,1.1756
948,07:52:00,07:52:00,37376,4,0,0,1.5225
948,07:54:00,07:54:00,36994,5,0,0,1.7716
948,07:56:00,07:56:00,36995,6,0,0,2.0661
948,07:58:00,07:58:00,36996,7,0,0,2.4739
948,07:59:00,07:59:00,36997,8,0,0,2.7513
948,08:02:00,08:02:00,36998,9,0,0,3.4326
948,08:05:00,08:05:00,37002,10,0,0,4.8544
948,08:06:00,08:06:00,37003,11,0,0,5.5023
948,08:08:00,08:08:00,37004,12,0,0,6.7125
948,08:10:00,08:10:00,37005,13,0,0,7.2748
948,08:12:00,08:12:00,38229,14,0,0,8.1350
948,08:15:00,08:15:00,42673,15,0,0,9.0369
949,07:54:00,07:54:00,39348,1,0,0,0.0000
949,07:57:00,07:57:00,37378,2,0,0,0.8826
949,07:59:00,07:59:00,37377,3,0,0,1.1756
949,08:01:00,08:01:00,37376,4,0,0,1.5225
949,08:03:00,08:03:00,36994,5,0,0,1.7716
949,08:05:00,08:05:00,36995,6,0,0,2.0661
949,08:07:00,08:07:00,36996,7,0,0,2.4739
949,08:08:00,08:08:00,36997,8,0,0,2.7513
949,08:11:00,08:11:00,36998,9,0,0,3.4326
949,08:14:00,08:14:00,37002,10,0,0,4.8544
949,08:15:00,08:15:00,37003,11,0,0,5.5023
949,08:17:00,08:17:00,37004,12,0,0,6.7125
949,08:19:00,08:19:00,37005,13,0,0,7.2748
949,08:21:00,08:21:00,38229,14,0,0,8.1350
949,08:24:00,08:24:00,42673,15,0,0,9.0369
950,08:37:00,08:37:00,39348,1,0,0,0.0000
950,08:40:00,08:40:00,37378,2,0,0,0.8826
